Date,Open,High,Low,NFLX_Close(t),Volume,SD20,Upper_Band,Lower_Band,NFLX_Close(t-1),NFLX_Close(t-2),NFLX_Close(t-5),NFLX_Close(t-10),NFLX_Open(t-1),MA5,MA10,MA20,MA50,MA200,MACD,MACD_EMA,EMA10,EMA20,EMA50,EMA100,EMA200,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,STD5,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,SnP_Close,Adj Close,SnP(t-1)),SnP(t-5),ForceIndex1,ForceIndex20,NFLX_Close(t+1),Date_Col,Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2010-07-12,117.95,120.5,117.1001,119.38,1915800.0,6.131174808863284,129.70804961772654,105.18335038227342,117.534,116.98,107.08,117.98,116.18,115.9308,113.5234,117.44569999999999,110.00018200000001,74.1957055,1.318832916407814,1.5847158580077414,116.56935888771253,116.56935888771253,116.56935888771253,116.56935888771253,116.56935888771253,5.719681125430378,17.92233914342488,1333.3333333333335,1.1866418036955344,57.35623088575624,-17.299794661190987,82.70020533880901,0.04683116711428915,44.75,44.62,44.2,42.47,43.638,44.952000000000005,45.7108,1078.75,1078.75,1077.9599609375,1022.5800170898438,3536566.79999998,-2509698.000000004,120.92,2010-07-12,12,0,193,28,0,0,0,0,0,0,0,2010,7
2010-07-13,121.42,121.71,117.85,120.92,2511600.0,5.789649690338759,128.73049938067751,105.57190061932246,119.38,117.534,107.27,117.61,117.95,118.6608,113.85439999999998,117.15119999999999,110.440582,74.5672055,1.660601240169271,1.5998929344400472,118.01957259180836,118.01957259180836,118.01957259180836,118.01957259180836,118.01957259180836,5.586846759328208,17.598580022174556,1333.3333333333333,2.814386531757506,59.05602397824159,-9.394250513347012,90.60574948665298,0.04583531808416584,45.33,44.75,44.62,42.6,43.66,44.944,45.63264999999999,1095.3399658203125,1095.3399658203125,1078.75,1028.06005859375,3867864.000000016,-14793324.000000002,123.0,2010-07-13,13,1,194,28,0,0,0,0,0,0,0,2010,7
2010-07-14,120.52,124.0,119.1,123.0,1949100.0,5.76180494015709,128.64980988031417,105.60259011968581,120.92,119.38,118.49,112.58,121.42,119.5628,114.8964,117.1262,110.860782,74.9509055,2.075370140664205,1.694988375684879,119.67971506120558,119.67971506120558,119.67971506120558,119.67971506120558,119.67971506120558,5.537786276519051,17.689930298998206,1333.3333333333335,9.255640433469535,61.29980723269695,-4.823926676314519,95.17607332368549,0.012329310832778486,45.56,45.33,44.75,43.96,43.879,44.8865,45.545249999999996,1095.1700439453125,1095.1700439453125,1095.3399658203125,1060.27001953125,4054127.9999999967,-974550.0,121.11,2010-07-14,14,2,195,28,0,0,0,0,0,0,0,2010,7
2010-07-15,121.67,122.25,119.24,121.11,2185100.0,5.56822560417095,128.0846512083419,105.8117487916581,123.0,120.92,116.98,108.65,120.52,120.38879999999999,116.1424,116.9482,111.295782,75.3266055,2.225911357397692,1.8011729720274416,120.1564767074704,120.1564767074704,120.1564767074704,120.1564767074704,120.1564767074704,5.410801542481976,17.774755556048742,1333.3333333333335,11.468016566958115,58.17986365566138,-13.941148094548963,86.05885190545104,0.013416659728757233,45.6,45.56,45.33,44.2,44.168,44.8215,45.48865000000001,1096.47998046875,1096.47998046875,1095.1700439453125,1070.25,-4129839.0000000014,-7778956.000000005,118.39,2010-07-15,15,3,196,28,0,0,0,0,0,0,0,2010,7
2010-07-16,120.7,120.9799,117.75,118.39,2067600.0,5.1756827884167445,126.92606557683347,106.22333442316649,121.11,123.0,117.534,109.66,121.67,120.55999999999999,117.0154,116.57469999999998,111.698982,75.6872555,2.101510186947877,1.8612404150115287,119.56765113831361,119.56765113831361,119.56765113831361,119.56765113831361,119.56765113831361,5.2643157180189775,17.466055050219563,1333.3333333333333,7.960970271749046,53.92605396355111,-27.06222865412445,72.93777134587555,0.018952234381440582,44.34,45.6,45.56,44.62,44.343,44.686,45.411849999999994,1064.8800048828125,1064.8800048828125,1096.47998046875,1077.9599609375,-5623871.999999997,-15444971.999999998,118.9,2010-07-16,16,4,197,28,0,0,0,0,0,0,0,2010,7
2010-07-19,117.77,120.13,115.15,118.9,1891300.0,4.671389527302019,125.54147905460404,106.85592094539597,118.39,121.11,119.38,107.08,120.7,120.46399999999998,118.19739999999999,116.1987,112.13758200000001,76.0509055,2.0207798091088733,1.8931482938309978,119.34510075887576,119.34510075887576,119.34510075887576,119.34510075887576,119.34510075887576,5.244007452446192,16.53938600979074,1333.3333333333335,11.03847590586478,54.596373466635086,-24.60202604920402,75.39797395079599,0.017457349347064676,44.72,44.34,45.6,44.75,44.568,44.572,45.37485000000001,1071.25,1071.25,1064.8800048828125,1078.75,964563.0000000097,-14222575.999999993,120.39,2010-07-19,19,0,200,29,0,0,0,0,0,0,0,2010,7
2010-07-20,117.15,120.9,114.55,120.39,2517700.0,4.725593041034237,125.71988608206847,106.81751391793152,118.9,118.39,120.92,107.27,117.77,120.35800000000002,119.5094,116.2687,112.72358200000001,76.4297555,2.053361082208127,1.9251908515064238,119.69340050591718,119.69340050591718,119.69340050591718,119.69340050591718,119.69340050591718,5.323006920128607,15.846522132460063,1333.3333333333335,12.230819427612571,56.58374725963993,-17.41437530149541,82.58562469850459,0.01738631333138192,45.26,44.72,44.34,45.33,44.833999999999996,44.505,45.371849999999995,1083.47998046875,1083.47998046875,1071.25,1095.3399658203125,3751372.999999987,3524780.0000000144,119.65,2010-07-20,20,1,201,29,0,0,0,0,0,0,0,2010,7
2010-07-21,122.05,123.6,118.88,119.65,4722200.0,4.785845985820849,126.0013919716417,106.8580080283583,120.39,118.9,123.0,118.49,117.15,119.68800000000002,119.62539999999998,116.4297,113.166482,76.80440549999999,1.9964562553518874,1.9394439322755166,119.67893367061146,119.67893367061146,119.67893367061146,119.67893367061146,119.67893367061146,5.279934997262279,15.768127438173734,1333.3333333333333,0.978985568402406,55.2893702402604,-20.984081041968132,79.01591895803188,0.014200884691193317,44.64,45.26,44.72,45.56,44.902,44.425,45.30925,1069.5899658203125,1069.5899658203125,1083.47998046875,1095.1700439453125,-3494427.999999976,15205483.999999994,103.56,2010-07-21,21,2,202,29,0,0,0,0,0,0,0,2010,7
2010-07-22,109.5,112.47,101.75,103.56,13659700.0,5.567380009341785,126.85396001868357,104.58443998131644,119.65,120.39,121.11,116.98,122.05,116.178,118.28339999999999,115.7192,113.24128200000001,77.0951055,0.6455882997767475,1.6806728057757627,114.30595578040764,114.30595578040764,114.30595578040764,114.30595578040764,114.30595578040764,6.181368211743545,16.59746315514342,1333.3333333333335,-11.472046503675843,36.00397488668757,-91.86516853932584,8.134831460674167,0.06025803166388875,45.77,44.64,45.26,45.6,45.059000000000005,44.411,45.270250000000004,1093.6700439453125,1093.6700439453125,1069.5899658203125,1096.47998046875,-219784573.00000006,-194104336.9999999,107.7,2010-07-22,22,3,203,29,0,0,0,0,0,0,0,2010,7
2010-07-23,104.98,108.75,102.21,107.7,4786800.0,5.849678255659392,127.0410565113188,103.64234348868123,103.56,119.65,118.39,117.534,109.5,114.04,117.3,115.34170000000002,113.23868200000001,77.4027555,-0.08988475145477537,1.3265612943296552,112.10397052027176,112.10397052027176,112.10397052027176,112.10397052027176,112.10397052027176,6.206984768047578,17.36756060661527,1333.3333333333333,-8.366940629945379,41.644241126598835,-73.25842696629212,26.741573033707876,0.06798990282221315,46.06,45.77,44.64,44.34,45.203,44.4465,45.21905000000001,1102.6600341796875,1102.6600341796875,1093.6700439453125,1064.8800048828125,19817352.000000004,-36140339.999999985,102.79,2010-07-23,23,4,204,29,0,0,0,0,0,0,0,2010,7
2010-07-26,108.51,108.99,101.56,102.79,4708500.0,6.44492341712677,127.47204683425355,101.69235316574648,107.7,103.56,118.9,119.38,104.98,110.81800000000001,115.64099999999999,114.58220000000001,113.094282,77.6854555,-1.056766660522726,0.8498957033591791,108.99931368018119,108.99931368018119,108.99931368018119,108.99931368018119,108.99931368018119,6.294342998901322,18.165125682607194,1333.3333333333333,-13.896800134025792,37.43075972854276,-94.51871657754009,5.481283422459912,0.06778593128773569,46.44,46.06,45.77,44.72,45.372,44.505,45.19085,1115.010009765625,1115.010009765625,1102.6600341796875,1071.25,-23118734.999999985,-71522114.99999999,104.09,2010-07-26,26,0,207,30,0,0,0,0,0,0,0,2010,7
2010-07-27,105.0,105.4599,102.53,104.09,3242800.0,6.809370042738516,127.52494008547704,100.28745991452298,102.79,107.7,120.39,120.92,108.51,107.55800000000002,113.95800000000001,113.90620000000001,113.16488199999999,77.9757055,-1.6985485931483595,0.34020684405767143,107.36287578678747,107.36287578678747,107.36287578678747,107.36287578678747,107.36287578678747,6.054025641836942,18.9057218245997,1333.3333333333335,-13.918293086338075,39.18521322151005,-88.72549019607843,11.274509803921575,0.0678026931452769,46.42,46.44,46.06,45.26,45.48100000000001,44.5705,45.18064999999999,1113.8399658203125,1113.8399658203125,1115.010009765625,1083.47998046875,4215639.999999991,-43842655.999999985,100.31,2010-07-27,27,1,208,30,0,0,0,0,0,0,0,2010,7
2010-07-28,103.79,104.3599,99.7,100.31,4946700.0,7.45708102268875,128.2068620453775,98.37853795462252,104.09,102.79,119.65,123.0,105.0,103.69000000000001,111.68900000000001,113.29270000000001,113.044082,78.2427055,-2.4835509780470915,-0.22454472036328116,105.01191719119166,105.01191719119166,105.01191719119166,105.01191719119166,105.01191719119166,5.954445238848588,19.972789297887722,1333.3333333333333,-18.447154471544714,36.022311570763264,-97.48971193415639,2.510288065843619,0.06685009858077581,46.05,46.42,46.44,44.64,45.53,44.7045,45.16005,1106.1300048828125,1106.1300048828125,1113.8399658203125,1069.5899658203125,-18698526.000000007,-60696008.99999998,98.02,2010-07-28,28,2,209,30,0,0,0,0,0,0,0,2010,7
2010-07-29,100.52,101.15,95.33,98.02,5056100.0,8.151861095867195,129.06492219173438,96.45747780826561,100.31,104.09,103.56,121.11,103.79,102.582,109.38,112.7612,112.964282,78.50250550000001,-3.252956824015655,-0.8302271410937561,102.68127812746111,102.68127812746111,102.68127812746111,102.68127812746111,102.68127812746111,5.9448420075022606,21.483393941638713,1333.3333333333335,-19.06531252580299,34.22022874503368,-90.6173700732473,9.382629926752696,0.035823734546802474,45.71,46.05,46.42,45.77,45.541000000000004,44.8545,45.14565,1101.530029296875,1101.530029296875,1106.1300048828125,1093.6700439453125,-11578469.000000032,-53746343.00000005,102.55,2010-07-29,29,3,210,30,0,0,0,0,0,0,0,2010,7
2010-07-30,99.69,103.18,98.54,102.55,4386400.0,8.444018456560487,129.29373691312097,95.51766308687903,98.02,100.31,107.7,118.39,100.52,101.55199999999999,107.796,112.4057,113.003082,78.7828055,-3.4573294175919784,-1.3556475963934007,102.63751875164075,102.63751875164075,102.63751875164075,102.63751875164075,102.63751875164075,5.888781864109243,22.360367082300886,1333.3333333333333,-13.379508404426051,40.55546093143675,-74.81688175793514,25.18311824206487,0.0380568340804254,45.81,45.71,46.05,46.06,45.688,45.015499999999996,45.140649999999994,1101.5999755859375,1101.5999755859375,1101.530029296875,1102.6600341796875,19870392.000000004,-31187303.999999996,101.88,2010-07-30,30,4,211,30,0,0,0,0,0,0,0,2010,7
2010-08-02,104.02,105.0,100.97,101.88,3470800.0,8.6930183305187,129.5317366610374,94.75966333896261,102.55,98.02,102.79,118.9,99.69,101.36999999999999,106.09400000000001,112.1457,113.140882,79.0518555,-3.631497923469823,-1.8108176618086853,102.38501250109384,102.38501250109384,102.38501250109384,102.38501250109384,102.38501250109384,5.7560117309585825,22.71663757723051,1333.3333333333333,-14.31455004205215,39.942730831535016,-77.1538193233345,22.846180676665494,0.03228432692166245,46.67,45.81,45.71,46.44,45.882999999999996,45.2255,45.18705,1125.8599853515625,1125.8599853515625,1101.5999755859375,1115.010009765625,-2325436.000000006,-18048160.00000001,104.41,2010-08-02,2,0,214,31,0,0,0,0,0,0,0,2010,8
2010-08-03,101.06,104.734,98.73,104.41,4305600.0,8.800306245269173,129.60331249053834,94.40208750946167,101.88,102.55,104.09,120.39,104.02,101.434,104.49600000000001,112.0027,113.23968200000002,79.32215550000001,-3.524746776525447,-2.153603484752038,103.06000833406256,103.06000833406256,103.06000833406256,103.06000833406256,103.06000833406256,5.773725178747255,23.35752063232632,1333.3333333333333,-13.27352770163635,43.41905654022939,-67.88114609126282,32.11885390873718,0.03401972061271845,46.47,46.67,45.81,46.42,46.004000000000005,45.419,45.21965,1120.4599609375,1120.4599609375,1125.8599853515625,1113.8399658203125,10893168.000000006,-12314015.999999998,108.13,2010-08-03,3,1,215,31,0,0,0,0,0,0,0,2010,8
2010-08-04,104.97,108.5,104.7,108.13,3463300.0,8.702717888229087,128.89013577645818,94.07926422354183,104.41,101.88,100.31,119.65,101.06,102.998,103.34400000000001,111.4847,113.36988200000002,79.61785549999999,-3.1041896468507844,-2.343720717171787,104.75000555604171,104.75000555604171,104.75000555604171,104.75000555604171,104.75000555604171,5.653459094551023,23.034386521115437,1333.3333333333335,-9.628081905557885,48.169632530540696,-54.72232048107535,45.27767951892465,0.02911306943461253,46.938,46.47,46.67,46.05,46.2338,45.5679,45.265209999999996,1127.239990234375,1127.239990234375,1120.4599609375,1106.1300048828125,12883475.999999996,-35879788.0,110.53,2010-08-04,4,2,216,31,0,0,0,0,0,0,0,2010,8
2010-08-05,107.23,110.7,105.5,110.53,3470900.0,8.60734594218324,128.3768918843665,93.94750811563352,108.13,104.41,98.02,103.56,104.97,105.5,104.04100000000001,111.16220000000001,113.48048200000001,79.92150550000001,-2.5478649481387237,-2.3845495633651748,106.67667037069448,106.67667037069448,106.67667037069448,106.67667037069448,106.67667037069448,5.621069159225949,22.243212319472235,1333.3333333333335,6.730397837002703,51.02650073918931,-46.232755571276954,53.767244428723046,0.019772971498478956,46.83,46.938,46.47,45.71,46.3398,45.6994,45.307809999999996,1125.81005859375,1125.81005859375,1127.239990234375,1101.530029296875,8330160.00000002,-22387305.00000001,118.32,2010-08-05,5,3,217,31,0,0,0,0,0,0,0,2010,8
2010-08-06,108.69,118.75,107.88,118.32,6956200.0,8.639703500638468,128.48090700127693,93.92209299872304,110.53,108.13,102.55,107.7,107.23,108.654,105.103,111.20149999999998,113.750882,80.26830550000001,-1.4615380195393755,-2.1999472546000147,110.55778024712966,110.55778024712966,110.55778024712966,110.55778024712966,110.55778024712966,5.995992790709811,21.285057341870353,1333.3333333333335,9.860724233983277,58.937971352792886,-18.67704280155643,81.32295719844358,0.027794728530980486,46.76,46.83,46.938,45.81,46.4098,45.8064,45.35901,1121.6400146484375,1121.6400146484375,1125.81005859375,1101.5999755859375,54188797.99999995,5467573.199999911,116.9,2010-08-06,6,4,218,31,0,0,0,0,0,0,0,2010,8
2010-08-09,118.0,118.95,114.61,116.9,3060000.0,8.53328644963804,128.1440728992761,94.01092710072393,118.32,110.53,101.88,102.79,108.69,111.65799999999999,106.51399999999998,111.07750000000001,113.911682,80.6135555,-0.707047827394149,-1.9013673691588417,112.67185349808645,112.67185349808645,112.67185349808645,112.67185349808645,112.67185349808645,5.877707591373396,20.427532812154805,1333.3333333333333,13.727016246716605,57.12634717600732,-23.700035373187088,76.29996462681291,0.029606594449591586,47.08,46.76,46.83,46.67,46.4738,45.9229,45.38321,1127.7900390625,1127.7900390625,1121.6400146484375,1125.8599853515625,-4345199.999999962,-7588799.999999968,125.01,2010-08-09,9,0,221,32,0,0,0,0,0,0,0,2010,8
2010-08-10,113.4,126.48,113.2,125.01,12998200.0,8.825578615293962,128.93315723058794,93.63084276941208,116.9,118.32,104.41,104.09,118.0,115.77799999999999,108.606,111.28200000000001,114.18888199999999,80.9904555,0.5390860590716926,-1.4132766835127348,116.78456899872431,116.78456899872431,116.78456899872431,116.78456899872431,116.78456899872431,6.406442763418154,20.71317765843268,1333.3333333333333,20.09799212220194,63.94311262531205,-4.719101123595501,95.28089887640449,0.034608836582541436,46.6725,47.08,46.76,46.47,46.49905,45.990025,45.40466000000001,1121.06005859375,1121.06005859375,1127.7900390625,1120.4599609375,105415402.0,53162638.000000045,126.47,2010-08-10,10,1,222,32,0,0,0,0,0,0,0,2010,8
2010-08-11,122.02,128.42,121.35,126.47,10192900.0,9.097968816111903,129.6514376322238,93.2595623677762,125.01,116.9,108.13,100.31,113.4,119.446,111.22200000000001,111.4555,114.572482,81.3483555,1.6257255876808756,-0.8054762292740129,120.01304599914955,120.01304599914955,120.01304599914955,120.01304599914955,120.01304599914955,6.453839708888284,21.217411695509647,1333.3333333333335,26.079154620675897,65.02133364996668,-5.893019038984555,94.10698096101544,0.03647644521163148,45.4,46.6725,47.08,46.938,46.43405,45.982025,45.40906,1089.469970703125,1089.469970703125,1121.06005859375,1127.239990234375,14881633.999999937,35369362.999999985,133.05,2010-08-11,11,2,223,32,0,0,0,0,0,0,0,2010,8
2010-08-12,124.45,133.8,124.02,133.05,10279900.0,10.101257282348957,132.25501456469792,91.8499854353021,126.47,125.01,110.53,98.02,122.02,123.95,114.725,112.05250000000001,115.01788,81.7377555,2.9834548412899977,-0.04769001516121074,124.35869733276638,124.35869733276638,124.35869733276638,124.35869733276638,124.35869733276638,6.691422586824836,22.288120444240832,1333.3333333333335,35.73760457049583,69.45459354759866,-1.9495710943592401,98.05042890564076,0.03683922124819999,45.04,45.4,46.6725,46.83,46.36704999999999,45.954025,45.38486000000001,1083.6099853515625,1083.6099853515625,1089.469970703125,1125.81005859375,67641742.00000013,122742006.00000012,132.26,2010-08-12,12,3,224,32,0,0,0,0,0,0,0,2010,8
2010-08-13,132.42,134.37,130.27,132.26,6746400.0,10.995771627503359,134.73754325500673,90.75445674499329,133.05,126.47,118.32,102.55,124.45,126.73800000000001,117.696,112.74600000000001,115.42608,82.12785550000001,3.9501834036186096,0.7518846685947534,126.99246488851092,126.99246488851092,126.99246488851092,126.99246488851092,126.99246488851092,6.5063209734802046,23.34226663708514,1333.3333333333335,28.971233544612378,68.3347751551493,-5.4047131147541325,94.59528688524587,0.035999873016870874,44.72,45.04,45.4,46.76,46.25805,45.973025,45.34546,1079.25,1079.25,1083.6099853515625,1121.6400146484375,-5329656.000000138,93572567.99999994,137.22,2010-08-13,13,4,225,32,0,0,0,0,0,0,0,2010,8
2010-08-16,131.64,137.9,130.6801,137.22,6095500.0,12.229293390956922,138.12058678191386,89.20341321808615,132.26,133.05,116.9,101.88,132.42,130.802,121.22999999999999,113.662,115.97488,82.54625549999999,5.058245001982996,1.613156735272402,130.4016432590073,130.4016432590073,130.4016432590073,130.4016432590073,130.4016432590073,6.557290903945904,24.683672689825674,1333.3333333333333,34.68786808009423,71.4474308415166,-1.5973690392295201,98.40263096077048,0.030315888420405394,44.8,44.72,45.04,47.08,46.07105,45.977025,45.33961,1079.3800048828125,1079.3800048828125,1079.25,1127.7900390625,30233680.00000005,111669559.99999996,132.97,2010-08-16,16,0,228,33,0,0,0,0,0,0,0,2010,8
2010-08-17,139.5,140.9,132.55,132.97,8502700.0,12.898748980546731,140.08849796109348,88.49350203890654,137.22,132.26,125.01,104.41,131.64,132.394,124.08600000000001,114.29100000000001,116.45108,82.9345055,5.529709274183205,2.3964672430545626,131.25776217267153,131.25776217267153,131.25776217267153,131.25776217267153,131.25776217267153,6.6853415536640535,26.213368246516236,1333.3333333333335,27.353701752705682,65.50561770093962,-17.401799429449213,82.59820057055079,0.03323164927904906,45.372,44.8,44.72,46.6725,45.96124999999999,45.982625,45.36165,1092.5400390625,1092.5400390625,1079.3800048828125,1121.06005859375,-36136475.0,106963965.99999999,125.7,2010-08-17,17,1,229,33,0,0,0,0,0,0,0,2010,8
2010-08-18,129.0,130.15,125.34,125.7,8532200.0,13.100407898430515,140.794315796861,88.39268420313897,132.97,137.22,126.47,108.13,139.5,132.24,125.843,114.59349999999999,116.75848,83.2957555,5.256130464377861,2.9683998873192223,129.40517478178103,129.40517478178103,129.40517478178103,129.40517478178103,129.40517478178103,6.752817156973763,26.057947783882163,1333.3333333333333,16.248959585683906,56.803279671750886,-35.88290840415487,64.11709159584514,0.04498958600890782,45.55,45.372,44.8,45.4,45.822449999999996,46.028125,45.388850000000005,1094.1600341796875,1094.1600341796875,1092.5400390625,1089.469970703125,-62029093.99999996,51619809.99999998,128.24,2010-08-18,18,2,230,33,0,0,0,0,0,0,0,2010,8
2010-08-19,123.75,129.77,123.5922,128.24,6653700.0,13.168596566313107,142.16469313262624,89.4903068673738,125.7,132.97,133.05,110.53,129.0,131.278,127.614,115.82750000000001,117.01468000000001,83.6679555,5.184510251973364,3.411621960250051,129.01678318785403,129.01678318785403,129.01678318785403,129.01678318785403,129.01678318785403,6.711744502904209,25.577605584254705,1333.3333333333333,16.02279924002534,58.859686279919664,-30.02134218638842,69.97865781361158,0.03731279787308931,44.86,45.55,45.372,45.04,45.62545,45.982625,45.40965,1075.6300048828125,1075.6300048828125,1094.1600341796875,1083.6099853515625,16900398.00000004,164213316.00000006,129.96,2010-08-19,19,3,231,33,0,0,0,0,0,0,0,2010,8
2010-08-20,127.68,130.76,127.51,129.96,3460200.0,13.384442451474763,143.70938490294952,90.17161509705048,128.24,125.7,132.26,118.32,123.75,130.818,128.77800000000002,116.9405,117.24068000000001,84.0490055,5.206522789240793,3.7706021260481997,129.3311887919027,129.3311887919027,129.3311887919027,129.3311887919027,129.3311887919027,6.46447703841105,25.26186217112461,1333.3333333333335,9.837728194726179,60.24001904651938,-25.942613232155555,74.05738676784445,0.038408734369306495,44.92,44.86,45.55,44.72,45.44145,45.925625,45.40665,1071.68994140625,1071.68994140625,1075.6300048828125,1079.25,5951543.999999996,77024052.00000001,126.9,2010-08-20,20,4,232,33,0,0,0,0,0,0,0,2010,8
2010-08-23,130.5,132.48,126.5,126.9,3838800.0,13.126135199027766,144.39827039805553,91.89372960194447,129.96,128.24,137.22,116.9,127.68,128.75400000000002,129.778,118.146,117.36488,84.41270549999999,4.920332921980332,4.000548285234626,128.52079252793513,128.52079252793513,128.52079252793513,128.52079252793513,128.52079252793513,6.429871535667402,25.197260989849763,1333.3333333333333,8.554319931565441,56.601522441095184,-38.674033149171265,61.32596685082873,0.03142006566058216,44.48,44.92,44.86,44.8,45.18145,45.827625,45.38625,1067.3599853515625,1067.3599853515625,1071.68994140625,1079.3800048828125,-11746728.00000001,92553468.0,121.28,2010-08-23,23,0,235,34,0,0,0,0,0,0,0,2010,8
2010-08-24,125.58,125.6499,121.04,121.28,5211200.0,12.713625295638243,144.43275059127646,93.5782494087235,126.9,129.96,132.97,125.01,130.5,126.41600000000001,129.405,119.00549999999998,117.25428,84.73715550000001,4.191718833135454,4.038782394814792,126.10719501862343,126.10719501862343,126.10719501862343,126.10719501862343,126.10719501862343,6.389166425976874,24.054890477080058,1333.3333333333333,-2.9837612990960753,50.5612783173696,-55.42372881355933,44.57627118644068,0.03358937744750909,43.65,44.48,44.92,45.372,44.8792,45.689125,45.34945,1051.8699951171875,1051.8699951171875,1067.3599853515625,1092.5400390625,-29286944.000000022,89580527.99999999,124.25,2010-08-24,24,1,236,34,0,0,0,0,0,0,0,2010,8
2010-08-25,120.01,124.86,119.65,124.25,2864800.0,11.965775702305834,144.13405140461165,96.27094859538832,121.28,126.9,125.7,126.47,125.58,126.126,129.183,120.20249999999999,117.26928,85.07910550000001,3.810021540358022,3.993030223923438,125.48813001241564,125.48813001241564,125.48813001241564,125.48813001241564,125.48813001241564,6.304940252692811,22.74195361038445,1333.3333333333333,-1.7553570016604718,53.3919661523816,-50.42398546335554,49.57601453664446,0.03035094453095623,44.07,43.65,44.48,45.55,44.7462,45.590125,45.29665,1055.3299560546875,1055.3299560546875,1051.8699951171875,1094.1600341796875,8508455.999999996,68583312.0,125.84,2010-08-25,25,2,237,34,0,0,0,0,0,0,0,2010,8
2010-08-26,125.89,127.71,124.38,125.84,4071300.0,10.81284921553486,143.2191984310697,99.96780156893027,124.25,121.28,128.24,133.05,120.01,125.646,128.46200000000002,121.59349999999999,117.29268,85.42230550000001,3.5943895127932706,3.9133020816974047,125.6054200082771,125.6054200082771,125.6054200082771,125.6054200082771,125.6054200082771,6.101730234643324,21.971695886247225,1333.3333333333333,-5.419015407741456,54.88134854269631,-54.36823104693141,45.631768953068594,0.029156280743281842,43.54,44.07,43.65,44.86,44.596199999999996,45.481624999999994,45.22945000000001,1047.219970703125,1047.219970703125,1055.3299560546875,1075.6300048828125,6473367.000000014,113263566.00000003,126.1,2010-08-26,26,3,238,34,0,0,0,0,0,0,0,2010,8
2010-08-27,126.35,127.5781,122.88,126.1,3019200.0,9.871170090083877,142.51334018016775,103.02865981983224,125.84,124.25,129.96,132.26,125.89,124.874,127.846,122.771,117.29748000000001,85.7608055,3.4052260779457555,3.811686880947075,125.77028000551807,125.77028000551807,125.77028000551807,125.77028000551807,125.77028000551807,6.001470932168802,20.965449030910296,1333.3333333333335,-4.657492817178284,55.13382759990382,-53.42960288808668,46.57039711191332,0.02793393837291049,44.07,43.54,44.07,44.92,44.5312,45.394625000000005,45.16985,1064.5899658203125,1064.5899658203125,1047.219970703125,1071.68994140625,784991.9999999725,71102159.99999999,123.1,2010-08-27,27,4,239,34,0,0,0,0,0,0,0,2010,8
2010-08-30,125.25,125.7,122.57,123.1,2663300.0,8.560988383665833,140.95397676733165,106.71002323266833,126.1,125.84,126.9,137.22,126.35,124.11399999999999,126.43400000000001,123.832,117.23108,86.07910549999998,2.9788988731171315,3.645129279381087,124.8801866703454,124.8801866703454,124.8801866703454,124.8801866703454,124.8801866703454,5.824937294156745,19.96916739142272,1333.3333333333333,-10.290045182917945,51.54935646615261,-83.764705882353,16.235294117647005,0.027973253443585366,43.61,44.07,43.54,44.48,44.4122,45.241625,45.10205,1048.9200439453125,1048.9200439453125,1064.5899658203125,1067.3599853515625,-7989900.0,56515226.0,125.52,2010-08-30,30,0,242,35,0,0,0,0,0,0,0,2010,8
2010-08-31,121.86,126.95,121.81,125.52,3459900.0,7.239778911279595,139.3670578225592,110.40794217744082,123.1,126.1,121.28,132.97,125.25,124.96200000000002,125.68900000000001,124.8875,117.36167999999999,86.41575549999999,2.8039826998397928,3.4768999634728286,125.09345778023027,125.09345778023027,125.09345778023027,125.09345778023027,125.09345778023027,5.776013201716978,19.267942010204727,1333.3333333333333,-5.602767541550728,54.139503906778174,-72.37647058823534,27.623529411764657,0.01918399779936963,43.46,43.61,44.07,43.65,44.221000000000004,45.091125,45.03925,1049.3299560546875,1049.3299560546875,1048.9200439453125,1051.8699951171875,8372958.000000006,73038489.0,134.915,2010-08-31,31,1,243,35,1,0,0,0,0,0,0,2010,8
2010-09-01,130.87,136.25,129.11,134.915,8324000.0,6.406159510272198,139.0390690205444,113.4144309794556,125.52,123.1,124.25,125.7,121.86,127.095,126.6105,126.22675,117.73138,86.7936805,3.3844445845958546,3.458408887697434,128.3673051868202,128.3673051868202,128.3673051868202,128.3673051868202,128.3673051868202,6.129869401594337,19.981600133358025,1333.3333333333333,7.3309466984884555,62.51717575210184,-28.164705882353005,71.835294117647,0.03625613912156724,44.76,43.46,43.61,44.07,44.142,44.98222499999999,45.00964999999999,1080.2900390625,1080.2900390625,1049.3299560546875,1055.3299560546875,78203979.99999997,222958339.99999997,138.0,2010-09-01,1,2,244,35,0,1,0,0,0,0,0,2010,9
